CAL51,CAL120,BT549
ANKRD36,C19orf53,KIAA1731
TMEM131,IGDCC4,SLC4A1AP
VWA3B,RFK,L3MBTL1
TBC1D8,LIPG,TCAM1P
RFX8,LINC00229,NFKBIZ
IL1R1,C1orf95,MED23
LINC01114,RAD21L1,GMFG
FHL2,PGD,DDAH1
NCK2,CORO7-PAM16,GADD45B
RANBP2,PPP1R1A,RNPEPL1
MIR4265,GTF2I,TAX1BP3
MIR4266,RP1L1,ADRBK1
BUB1,SLC15A3,MIR4261
ACOXL,TEKT4,GADD45A
CKAP2L,LGR6,MBOAT1
IL1F10,SIRT5,SIX2
PSD4,FGF17,RPP40
STEAP3,SNAI3,MIR572
TMEM37,WT1-AS,FZD7
TMEM177,ODF3,CYBRD1
PTPN4,DIS3L2,CATSPERG
EPB41L5,EMC10,SORCS3
RALB,YTHDF1,HILS1
GLI2,C5orf47,AGFG2
TFCP2L1,FAM46C,ATP13A1
NIFK-AS1,FGF3,SLC16A13
TSN,PRPF31,FCER1G
BIN1,TRAF3,PARP16
CYP27C1,LRG_229,TBC1D24
MYO7B,MBL1P,MAFF
LIMS2,DZIP1L,FBXO6
WDR33,INSRR,ZNF14
SFT2D3,PLXNA2,CDK11A
FAR2P1,MPP6,CDK11B
POTEF,ADAMTSL2,POM121L12
SMPD4,MIR4314,AARSD1
TUBA3E,CHPT1,SLC2A3
CCDC115,MRTO4,UBR3
ARHGEF4,DPYSL3,RHBDF1
POTEE,PRDM9,ASGR1
MZT2A,LRTM2,PCNX
MIR4784,LINC00917,CNNM1
C2orf27A,FAM83A,RAB5C
MAP3K19,SERINC2,ELMO2
RAB3GAP1,MIR4651,GRSF1
LCT,NXPH3,ATL2
NXPH2,DLX3,AES
MMADHC,SNN,CNIH4
RBM43,MOB3B,AGXT
RPRM,CNOT8,MACF1
KCNJ3,NTRK3,GAMT
NR4A2,TSC22D3,ZNF814
ERMN,SNORD115-44,ANKRD36
DAPL1,SLC51A,STRAP
WDSUB1,FAM150A,ATP5H
PLA2R1,GOLGA7B,UBL4B
TANK,PDE4A,SCD5
CERS6-AS1,PLCD3,GOSR1
SSB,ZC3H12D,AC010982.1
METTL8,C15orf59,PNCK
DCAF17,CEP170B,FAM219B
SLC25A12,ARAP1,SAV1
HAT1,MPO,HEATR2
RAPGEF4,LRG_84,ZNF729
GPR155,ATP2A1,PLCB4
HOXD11,LINC00200,EXOC7
HOXD3,TNIK,RP11-983P16.4
HOXD4,TAF2,HIST1H2BA
HNRNPA3,UCN2,ELAC2
PDE11A,SLC25A47,UBE2H
NUP35,ABCB6,MOGAT1
MIR3129,TDP2,CMTM2
WDR75,HOOK2,BCMO1
MFSD6,FAM175B,SNAPC1
GLS,P2RX5,LRFN1
HECW2,P2RX5-TAX1BP3,MPP2
CCDC150,CXCL16,MBTD1
MOB4,RP11-21C4.1,C17orf67
HSPE1-MOB4,SDC3,RALBP1
PPIL3,TFR2,RFXANK
ORC2,GPR126,LRG_102
CFLAR,XKR7,RAD51D
CASP8,NPPC,MRPL14
LRG_34,STXBP2,FYCO1
TRAK2,LRG_165,FAR2
SUMO1,LINC01136,UBQLN4
NOP58,EGLN3,RCOR1
ICA1L,PTP4A2,SLC16A5
WDR12,ESX1,DMWD
INO80D,TCEAL6,ZC3H8
NDUFS1,TMEM178B,TGDS
CCNYL1,RLF,TMEM259
FZD5,THEG,FTHL17
CRYGB,AVP,NANOS3
MAP2,LRG_715,QRICH2
KANSL1L,MAP3K15,ZNF117
MREG,DUSP4,COQ10A
TNS1,PAX5,CAHM
RUFY4,BTBD9,RPL12
ARPC2,HS6ST3,SDHAF1
AAMP,TPI1,NPTN
PNKD,ZFP64,UTP11L
CTDSP1,8-Mar,MIR515-2
VIL1,ATF3,MIR515-1
USP37,LTBP4,DTD1
STK36,KHDC1L,C16orf91
CCDC108,PSD,ULBP3
ABCB6,DLL4,SLC37A4
GLB1L,PPIL2,LRG_187
DNAJB2,ZNF185,STRA6
DES,BRWD1,MYNN
LRG_380,NCOR2,PRSS12
SPEG,NKX2-5,DDX54
INHA,DBX1,PROCR
STK11IP,AMOT,ARHGEF2
NYAP2,KANK2,ARFGAP2
TRIP12,LRSAM1,RP11-480I12.7
SP140L,LRG_373,CELF6
SP100,P2RX2,C7
ITM2C,FKBP5,LRG_30
COPS7B,SPCS1,FAM149A
ALPP,DPCR1,POFUT2
ALPPL2,CD164L2,RP11-38O14.5
PRSS56,RFTN1,ABCA2
CHRND,ANO1,SLC26A2
CHRNG,HBA2,SPACA3
C2orf82,HBA1,KDELR3
DGKD,COASY,FAM182B
USP40,TCF15,YPEL5
SH3BP4,BDNF,CAMK2A
COL6A3,HEY2,NCOA3
LRG_473,PIP5KL1,WWP2
PRLH,SSPN,PABPC4
RAB17,LRG_209,CTDSP2
KLHL30,CCT2,GLB1L
LINC01107,CLEC4G,CLSPN
HDAC4,FAM83F,RUFY1
OR6B2,MPP1,MBOAT4
PRR21,KHDRBS3,PYGB
ANKMY1,MAST1,APBB3
GPR35,ISM2,MTCH1
KIF1A,SCN8A,TSC22D2
SNED1,CRCT1,TRAPPC3
FARP2,NCAM2,D2HGDH
STK25,CROCC,KIAA1841
ATG4B,CREB3L1,hsa-mir-3180-4
FAM110A,ARFGEF1,DNMT3A
ANGPT4,CBS,MFAP3L
PSMF1,ADAMTS8,WDR35
TGM6,UPB1,CACNA1F
C20orf141,PDZD4,BZRAP1
PCED1A,KIAA0319L,CASD1
VPS16,SUGP1,SRSF6
GNRH2,ABTB2,C11orf30
UBOX5-AS1,FGF14,NLRP3
DDRGK1,GRM6,LRG_197
ITPA,SELO,RAB24
GFRA4,SIGLEC11,CDHR5
ADAM33,TPRG1L,CREB3L2
SIGLEC1,FDX1L,DCAF4L1
RP5-828H9.1,SNX19,LEPREL4
PLCB1,TSPAN17,MIR1283-2
PLCB4,CELF5,EFCAB14
PAK7,FOXN4,SPOP
SNAP25,UNC5B,RHOBTB2
SNAP25-AS1,MIR4252,RAD1
BTBD3,ADAM23,MFSD9
TASP1,FSCN1,CACNA1E
KIF16B,ZNF276,EXOSC8
RRBP1,PYY,FBXO3
SEC23B,CNP,MICU1
NAA20,ABCC10,WAC-AS1
NKX2-2,MAGI2-AS3,KRTAP10-5
PAX1,ANKK1,TMEM18
CST1,SOX15,DCAF7
RP4-738P15.1,GPR62,TMEM168
ENTPD6,IQSEC1,ZNF827
PYGB,FAM167B,MIR762
GINS1,LTBR,CEP19
NINL,SUMF1,FAS
HM13,LMNA,LRG_134
ID1,LRG_254,PHLDA2
BCL2L1,HSD11B1L,PARP2
MYLK2,KDELR1,ZNF728
LRG_392,MYLIP,CD81
FOXS1,ESYT2,LRG_142
DUSP15,FAM163A,BANF1
TTLL9,KIAA1614,ERGIC1
HCK,LINC00982,SULT2A1
TSPY26P,BCAP31,CEBPG
DNMT3B,RPUSD3,PLEKHB1
LRG_56,RPL28,SERBP1
MAPRE1,GDNF,MOAP1
BPIFB3,CYP11B1,MANBAL
CBFA2T2,NR5A2,C5
NECAB3,GPR64,LRG_28
E2F1,GNAI3,IQCA1
ZNF341,PTPN21,TMEM138
AHCY,MIR203,TRPV2
DYNLRB1,CNST,SMAP2
MAP1LC3A,RP11-1260E13.4,UBE2K
PIGU,UFSP2,NCOA4
GGT7,CDKN1C,ANKS1B
GSS,FRMPD1,RP11-31K23.1
MIR499A,FAM124A,FIZ1
TRPC4AP,DDX12P,MND1
EDEM2,GFM1,UBE2N
FAM83C,HOXB4,GINS2
GDF5,TUBB4A,PASK
CEP250,SLIT2,COL18A1-AS1
RBM12,GALP,SLC44A4
EPB41L1,PPP4C,RANGAP1
AAR2,SNAP47,GUCY1B2
DLGAP4,REPS2,POLL
NDRG3,VGF,HOMER3
DSN1,PKN1,TBC1D2B
GHRH,PCDHGA9,KATNAL1
NNAT,FAM211B,B2M
VSTM2L,LGI3,TUBA1B
TGM2,MIR499A,ATP6V1H
KIAA1755,PLXNC1,TLCD1
PLCG1,RP5-855F14.1,CPOX
CHD6,TAPBPL,TUSC1
L3MBTL1,GPR4,URAD
SGK2,HAS2-AS1,REEP3
MYBL2,SORBS3,AGPAT9
TOX2,OLFML2A,FCN3
JPH2,PTCHD1,LRG_171
LRG_394,ACE,NAPB
OSER1-AS1,MAPK4,CELA3A
FITM2,MYBPC2,MXRA8
HNF4A,RNF212,ANKRD30A
ADA,DNMT3B,CNOT3
LRG_16,LRG_56,EIF4H
WISP2,DNMT1,GTF3C6
PABPC1L,LRG_362,CDC42BPA
UBE2C,ZNF697,C5orf28
PCIF1,TRIM45,ZNF320
ZNF335,KIF13A,MX1
ELMO2,NCALD,CYP2W1
ZNF334,IL12A,C1QTNF9
EYA2,CRTAC1,GPNMB
ZMYND8,SEMA6A,ARHGEF9
SULF2,RPS9,NKTR
LINC00494,UFD1L,BCL2L10
PREX1,ARHGAP8,DDX11
CSE1L,PRR5-ARHGAP8,ZNF688
STAU1,SYT2,DLD
DDX27,GAD2,ZFP30
RNF114,ERCC2,TMEM241
SNAI1,LRG_461,L3MBTL4
TRERNA1,ADAM2,TMTC1
TMEM189,VPS51,SYNGR2
TMEM189-UBE2V1,REEP1,PFKFB3
RP11-290F20.1,SMIM1,MED11
PTPN1,RCE1,OSR1
MIR645,GRHL3,TACC2
FAM65C,FAM99A,COL4A3BP
MIR3194,ORAI2,MPPE1
BCAS1,SCRT1,GLCE
MC3R,FLT3,RAB40C
CSTF1,LRG_457,TTC19
ZBP1,KIF17,MN1
MIR4532,SPEM1,RFPL1
NPEPL1,HNF1A,ZNF563
AC000110.1,LRG_522,IQCE
PHACTR3,TPD52L1,ELF4
PPP1R3D,MAK16,LRG_335
C20orf197,GNB3,SNX24
MIR4533,PGM5,MIR559
CDH4,TBL2,DCTD
SS18L1,ATP4A,LHX2
ADRM1,NACAD,ZBTB3
MIR133A2,RAB2B,CELSR3
SLCO4A1,ANKRD24,CSNK1G2
RP11-93B14.5,PDCD10,MEA1
COL9A3,RP11-333E13.4,CTNNA2
DIDO1,FFAR2,PGM3
SLC17A9,SCNN1G,AKAP5
COL20A1,TMEM51,SLC16A6
CHRNA4,ETV7,HEATR6
KCNQ2,BEST2,CLDN2
STMN3,ADC,PPP2R4
CTA-221G9.10,KCNF1,C17orf51
TPD52L2,CAV3,SMO
MIR941-1,LRG_329,CABYR
MIR941-2,OPN3,MIR4686
ZNF512B,MSI1,RICTOR
TCEA2,EPAS1,NLRP4
C20orf201,TPST1,N4BP2
PCMTD2,CLCNKA,ING1
BAGE5,WRAP53,AP2M1
POTEB,LRG_375,ARID1A
HSPA13,DPP6,MMP21
ADAMTS1,NR2E1,UCP2
USP16,MMP9,AMACR
BACH1,ZNF251,FBRSL1
BACH1-IT1,BRMS1,AL671561.1
MRAP,GPR20,MIR301B
GART,FOXB1,MIR1227
CRYZL1,ETFB,CMTM3
ITSN1,GRIA2,FXYD5
SLC5A3,PRSS3,TXNDC16
SMIM11,GALNT9,UPF1
DOPEY2,FA2H,KIF13A
CLDN14,SMO,STX11
RIPPLY3,SIGMAR1,LRG_113
DSCR9,BIK,APBA3
DSCR3,MRPL2,PPAPDC1A
DSCR10,DAGLA,LRPAP1
HMGN1,AMPD2,MCF2L2
WRB,DTX2P1-UPK3BP1-PMS2P11,NIPA2
PCP4,CYFIP1,PCMT1
MX2,C17orf80,HUS1B
UMODL1,SPTBN4,PDGFRB
ABCG1,ARTN,ARHGAP39
TFF2,ATG16L2,LGR6
TFF1,CREM,PDXP
PKNOX1,SLC22A18AS,STXBP2
CBS,TMEM8C,LRG_165
RRP1B,CYP26C1,SOX9
PDXK,GAREML,KNDC1
RRP1,FDFT1,BTBD3
AGPAT3,SCARA3,CYP2B6
TRAPPC10,PRRT1,CHKA
C21orf2,FEV,TMEM60
TRPM2,CELSR3,LGALS4
KRTAP10-4,ZDHHC22,PRDX1
KRTAP10-12,PRR5L,RAB11FIP5
UBE2G2,WNT2,AP4B1-AS1
ITGB2,MMP11,SELO
LRG_76,SIGIRR,ITIH1
BX322557.10,BMP8B,LUZP1
COL18A1,SORL1,CRYBG3
COL18A1-AS2,ECEL1,LPP
SLC19A1,TGFB1I1,TOLLIP
PCBP3,PLTP,PRODH2
COL6A2,GMEB1,TMEM30C
LRG_476,DLL1,GABARAPL2
FTCD,HSPG2,ID4
MCM3AP,CALHM3,RP11-317P15.4
C21orf58,WDR92,AP1S2
DIP2A,ICOSLG,SYCE3
CCT8L2,ZNF467,EFCAB6
TPTEP1,BLMH,MICA
IL17RA,HLA-F-AS1,NDN
LRG_355,PATZ1,KHNYN
CECR2,ODF3L2,ICAM5
ATP6V1E1,FBLN5,FAM211A
MICAL3,LRG_364,AUNIP
PEX26,CHAC1,DENND3
USP18,RP11-699L21.1,FBXL2
PRODH,COL5A3,CLASRP
DGCR10,MTFP1,HTR7
DGCR14,ADAMTSL3,NUFIP1
TSSK2,AC139677.11,RUVBL1
SLC25A1,PMS2P3,TMEM230
CLTCL1,CX3CL1,NAPEPLD
MRPL40,CXorf40A,TBC1D20
TXNRD2,ARVCF,RPL21
LRG_417,TBX15,SNORD102
COMT,RPS8,C14orf159
TANGO2,SNORD55,SMURF1
MIR185,BHLHE40,VIL1
DGCR8,CIDEA,PUS7
XXbac-B444P24.8,OMP,ZNF146
MIR1286,IFFO1,RNASEH1
ZNF74,NOP2,RNASEH1P2
SCARF2,LTA,TMEM8A
MED15,MIR935,Z83851.3
PI4KA,TCOF1,CAPS2
CRKL,KRTAP10-11,GPR125
AIFM3,SLC4A8,CRAT
P2RX6,MYEF2,ATG14
BCRP2,VSIG10L,IGSF23
HIC2,CACNB3,CEACAM18
PPIL2,CBLN2,ZNF280A
PPM1F,GNMT,SRM
TOP3B,ENHO,AGAP3
VPREB1,UBR7,FAM189A1
MIR650,PRKG2,MIR4749
RTDR1,LINC00599,THOP1
BCR,CGB,NAGA
FBXW4P1,CGB5,TTLL11
IGLL1,CGB8,DCAF15
LRG_69,RP11-834C11.4,CSRP3
GUSBP11,CITED1,LRG_440
RGL4,MIR1253,PPP4R2
ZNF70,hsa-mir-1253,CAMTA2
MIF,MFSD7,CCDC157
GSTT2,TRIM26,DPEP1
GSTT2B,SMTNL2,CHMP6
CABIN1,SOS1,MAN2C1
GGT5,NTNG2,FAM175B
SPECC1L,SMG6,DEXI
ADORA2A,MIR770,SIGLECL1
FAM211B,RAB42,ZNF333
GGT1,ATXN7L1,SLC22A23
TMEM211,IDI2-AS1,BACH1
KIAA1671,KCNK3,BACH1-IT1
CTA-221G9.11,CABP7,NKAP
CRYBB3,AC000110.1,DNAH17
CRYBB2P1,MAP7,ZNF554
MYO18B,VASN,CXCL1
SEZ6L,HOXD12,TNFRSF12A
TPST2,SPRN,KLHL35
TTC28,PRRG2,RALGDS
CCDC117,RAB32,FASTKD3
XBP1,FBN3,MIR526B
ZNRF3,MMEL1,STRA13
AP1B1,KIAA1199,SPRED2
NIPSNAP1,VAC14,SH3RF2
NF2,JUP,VGLL3
LRG_511,ATP12A,HOXB-AS3
CABP7,AQP3,LY6G6F
ZMAT5,DNAH3,LY6G6D
ASCC2,EPN3,MEGT1
LIF,SLC27A1,GMDS
GATSL3,PLCB2,ARHGAP12
RNF215,DDB2,CITED4
SEC14L3,LRG_467,TRIB3
GAL3ST1,PAX7,FCGBP
PES1,SRPK1,COL18A1
MIR3200,NDRG4,DPYSL2
OSBP2,BATF3,ABLIM1
SMTN,C1orf172,SPRY4
MIR3928,IL1RAPL2,RP11-347H15.5
SFI1,HHIPL1,PTMS
PISD,STEAP3,SGOL1-AS1
AP1B1P1,MIR4717,STK38L
RTCB,KLRG2,CCDC74A
FBXO7,TMEM101,PHKA1
LARGE-AS1,C3orf18,ANKRD32
HMOX1,RGS12,SNRNP48
MCM5,TRIM46,CPM
MYH9,OVOL2,PBX3
IFT27,PALM2,TAF9
PVALB,EMILIN1,FHAD1
CSF2RB,PGAM2,CD7
C1QTNF6,RAET1G,LILRP2
SSTR3,MIR3131,C10orf91
RAC2,PDE2A,POLR2G
LRG_97,MDM4,REL
CARD10,PAX2,TMEM132A
SH3BP1,QARS,MAFK
PDXP,CHMP2A,C7orf55-LUC7L2
TRIOBP,TTC28,LUC7L2
GCAT,VEGFC,C6orf201
ANKRD54,PHYHD1,MAD1L1
MIR4534,ROR2,SLC35D2
PICK1,COL14A1,FZD5
SLC16A8,RP11-844P9.2,C19orf71
BAIAP2L2,CDH3,PARD6B
PLA2G6,GPRC5C,MIR30D
MAFF,TMED3,IQSEC2
KCNJ4,PNPLA2,SF1
DMC1,RP11-465B22.5,KIAA1958
APOBEC3A,ESPNP,TGM6
APOBEC3B,GRTP1,SMARCA4
APOBEC3C,CCNG1,LINC00163
APOBEC3D,CDCA3,ZNF655
APOBEC3G,TNFAIP8L1,ALKBH5
APOBEC3H,COX6A2,RABL5
RPL3,NEU2,TGFBRAP1
SYNGR1,CALCB,CCDC159
MGAT3,URAHP,LDLRAD2
CACNA1I,MIR4783,GLRX2
MIR4766,TSSK1B,MIR219-2
L3MBTL2,SH3BP1,LTN1
TEF,NKG7,MBNL2
CSDC2,GPR157,SHPK
CCDC134,ANKRD9,SULT1B1
MIR33A,SP8,CCDC125
TNFRSF13C,CASC15,FAM149B1
LRG_184,ZG16B,SEZ6L2
CENPM,TSKS,FAM83D
3-Sep,GNRH2,TCEB3
CYP2D6,ATP8A2,DTNBP1
NFAM1,ASIC1,DEFB129
CYB5R3,AC093838.4,AKR1E2
PACSIN2,PLA2G3,ETFA
TTLL12,SH2B1,RCOR3
MPPED1,CRYGN,ZNF675
EFCAB6-AS1,SLC47A1,PCAT6
SAMM50,LPHN3,TMEM180
PARVB,IGSF9,PRR22
LDOC1L,LHX6,DDX51
LINC00229,GNS,NPHS1
PRR5,ATP1A1,ENTPD5
ARHGAP8,GALNT16,MIR3936
PRR5-ARHGAP8,KCTD12,FAM122C
MIR1249,TBX1,RASSF4
KIAA0930,LRG_226,FAM76A
FBLN1,PRSS8,ELF2
MIR3619,KRTAP5-5,BPTF
PKDREJ,MIR199B,SKOR2
GTSE1,GNG12,EIF4G2
CERK,MIR1286,ADAMTSL1
TBC1D22A,CCDC87,SORBS2
MIR4535,ADAP2,SRRM1
WI2-81516E3.1,PLCL1,C17orf103
BRD1,IGFBPL1,NRM
CRELD2,DLL3,PIGQ
MOV10L1,IGFLR1,RGS7
SELO,MAPK11,ADORA2A
TUBGCP6,LEPREL2,FZR1
MAPK11,FBXO2,EPHX1
PPP6R2,MCTP1,COMMD4
SBF1,GSAP,MSMB
SCO2,ACOT11,ATXN2L
CPT1B,FGF11,PTDSS2
SHANK3,BIN1,ETAA1
RPL23AP82,SGK1,CAMTA1
RABL2B,SLC16A5,TRMT10A
BHLHE40-AS1,GFRA4,SGSH
CAV3,FAM194A,ACSF2
LRG_329,TUSC5,SNHG12
RAD18,C21orf58,GNL1
SRGAP3,MCIDAS,GNAQ
MTMR14,UPK3A,ZNF839
OGG1,GPM6A,METTL9
CAMK1,IL17RC,PDE4D
TADA3,CA12,PACSIN2
TTLL3,ALDH3B1,WASH2P
RPUSD3,ARL8A,ADCK3
IL17RC,NAT16,UBE2J2
CRELD1,VSTM2L,MED16
BRK1,RAMP1,RP11-313J2.1
VHL,CYP2A7,CCL21
LRG_322,CYP2A6,UBE2MP1
IRAK2,C17orf51,TFAP2E
TATDN2,DNM2,ITGB4
GHRL,RFPL2,SPDYE4
ATP2B2,SEC14L1,SYN1
SLC6A1,SLC17A7,OPCML
HRH1,ELL2,HIC2
VGLL4,MIR1260B,SIRT2
RAF1,CCDC170,TAF5
LRG_413,PHF13,PXMP4
TMEM40,CPSF1,CD83
IQSEC1,SH2B2,ZNF468
NUP210,SERTM1,MRPL23
HDAC11,CEBPA,UNC119
FBLN2,LRG_456,LRG_341
XPC,FOS,TRIO
LRG_472,ARHGAP23,LIPT2
FGD5,RPS11,SLC29A4
EAF1,CST6,PDLIM3
VENTXP7,ZDHHC1,PKD1
UBE2E1,BMPR1B,SRI
LRRC3B,MPND,LRG_414
PDCD6IP,TMEM61,HGSNAT
DCLK3,FAM65B,STYK1
MLH1,PPP1R12C,HNRNPA0
LRG_216,B4GALNT3,ANO5
MIR26A1,ADCY4,ST3GAL1
VILL,LHFPL5,EHD3
DLEC1,PGF,CSE1L
SCN5A,ZNF687,GNB2L1
LRG_289,RGS6,SNORD96A
CSRNP1,CCDC28B,WRAP53
RPSA,GRIN3B,LRG_375
ENTPD3-AS1,RGCC,GOT2
RPL14,FAM173B,SH3PXD2A
ZNF619,ABL1,SPAG4
ULK4,SH3GLB2,HOXC9
NKTR,LHX5,ATP6V1D
HHATL,KIAA1755,SMAD3
CCDC13-AS1,SF1,ASPA
CCDC13,MYLK3,SVIP
ANO10,CRB3,PPP1R3D
TCAIM,CTRB2,NR2F2
LARS2,PER1,SYAP1
LIMD1,NKD1,KCNJ14
ALS2CL,LIN28A,GAB1
PRSS50,LIN28AP1,C14orf177
PRSS46,CLIC6,MCM6
PTH1R,CCDC81,KTI12
CCDC12,TSPAN10,NME2
CAMP,ADCY3,NME1-NME2
TMA7,CD2AP,FAM90A1
ATRIP,AHSA2,KPNA6
TREX1,PRKAR2A,ZMAT1
SHISA5,HEATR2,NTSR2
MIR711,MIR596,SEL1L
SLC26A6,RPRML,TSHZ1
CELSR3,KLF15,DOCK9
PRKAR2A,CTSL,CCM2
WDR6,ARL8B,ZNF691
MIR425,L1CAM,FAM184B
QRICH1,NXPE3,PITPNM1
QARS,TTC40,ACTR3
USP19,NGF,PRRC2B
LAMB2,LRG_260,TMEM56
KLHDC8B,MIR425,EML2
RHOA,NUDT22,LSM12
MST1,SELV,LRRC37B
RNF123,PDE8B,SCARNA7
IP6K1,GRM8,DCBLD2
CDHR4,ZBTB8A,SLFNL1
UBA7,ZEB1,CTA-134P22.2
MIR5193,ZNF205-AS1,ZNF639
TRAIP,PAPLN,SNORD115-12
MST1R,TAC1,SNORD115-9
GNAI2,SENP5,ZNF419
HYAL1,NSA2,C19orf26
RASSF1,NRG2,RAD51
HEMK1,MIR5196,PRPF40B
MIR4787,PPP1R32,PTPRJ
RAD54L2,PLD2,CTDSPL
TEX264,KLK6,PET117
PCBP4,MIR142,ZNF331
ABHD14B,PTGFRN,LALBA
DUSP7,SPTBN1,ATP6AP1
PPM1M,TSPAN14,C10orf55
MIR135A1,PAK3,UFD1L
DNAH1,PCDHGC4,ZCCHC14
PHF7,PRSS16,STARD8
TNNC1,POFUT2,MPZL1
LRG_378,DNAJB8-AS1,M1AP
NISCH,GREM1,MEX3D
NT5DC2,GPRC5A,CPT1B
GLT8D1,NTRK1,MEPCE
ITIH1,LRG_261,KLHL18
ITIH3,ARC,AFAP1-AS1
ITIH4,PXMP4,GOLGA2P5
TMEM110-MUSTN1,EBI3,P2RY11
PRKCD,DSCAM,CLDND2
TKT,SNCAIP,PAQR8
ACTR8,C2orf82,TTBK1
WNT5A,HDAC7,TBX19
DNAH12,RNF112,MIR3186
PDE12,NPR3,ACTR6
ARF4,SMCO4,PABPC5
ACOX2,PDE9A,MIR521-2
FHIT,DNMT3A,CNPPD1
THOC7,PANX2,PARD3
ADAMTS9-AS2,NRL,RAI14
ARL6IP5,PIANP,C14orf182
ROBO1,ZNHIT1,RNF2
C3orf38,DENND2D,AC004980.7
ARL13B,HPCA,PXT1
ST3GAL6,FGF4,SLC25A4
DCBLD2,TRAIP,PDIA5
COL8A1,CYP1A1,TMEM44
TBC1D23,SBF1P1,SGSM2
TFG,SGSM1,PSMB2
TRMT10C,HSPA12A,RWDD1
PVRL3,PLIN4,LINC00568
TAGLN3,CLDN4,ERVK13-1
C3orf52,IRF1,CEND1
CD200,ANKDD1A,SEMA6B
SLC35A5,CLEC18B,WDR53
CCDC80,CLEC18C,ALS2CR11
GTPBP8,PAFAH1B2,MRPL20
RP11-484K9.4,SH2D4B,HTATSF1
SPICE1,KRTAP5-1,MSL1
KIAA1407,SNHG18,SPACA4
B4GALT4,OSR2,SNX29P2
NDUFB4,ECHDC3,CDKL5
RABL3,CHRNA7,THBS3
IQCB1,FAM47B,CRTC1
CD86,PTENP1,ZNF430
KPNA1,MT3,KXD1
PARP14,SLITRK3,ATP2C2
HSPBAP1,KRT4,DUOXA1
SEMA5B,LINC00162,KCTD9
ADCY5,C2CD4B,C12orf43
MYLK,GJB6,MIR4311
KALRN,MAU2,NSUN4
UMPS,SDK2,GYG1
SLC12A8,MRC2,ZBTB34
SLC41A3,CSNK1A1P1,MUM1
ALDH1L1-AS1,IPO4,CRIP1
ALDH1L1,CAMSAP3,SUV39H2
ZXDC,LRRK1,CHMP2A
C3orf22,MBD3,NT5C2
TPRA1,KLF1,DIDO1
DNAJB8-AS1,TPBGL,UBL7
C3orf27,NAIF1,LPIN3
RP11-723O4.2,KCNH2,TULP3
ACAD9,LRG_288,TMEM177
KIAA1257,P2RY2,DDI1
GP9,TCEA3,IAH1
RAB43,CTD-2547E10.2,URGCP
ISY1-RAB43,ATRIP,WHSC1
COPG1,TREX1,HAVCR1
IFT122,S1PR5,RGS12
RHO,KCNK10,HIP1
PLXND1,PHOX2B,LRCH4
PIK3R4,LRG_513,PSMD3
ASTE1,MCOLN2,LLGL1
UBA5,VDAC1P1,C2orf61
SRPRB,VDAC1,SLC5A6
NCK1,TMEM59L,MIR4327
CLDN18,FGR,RDH12
DBR1,SNAI1,SSB
NME9,LINC00336,LINC00884
MRPS22,ADAM11,RIC3
COPB2,LARP1B,APPL1
ZBTB38,TFAP2A,CHMP1B
GRK7,ASCL2,TIGD4
TFDP2,LDB1,PDIA3P1
PCOLCE2,MIR129-2,CD209
ZIC4,TBKBP1,PTPRB
GYG1,RP5-828H9.1,DGCR8
HPS3,SALL4,LIG3
TSC22D2,ST6GALNAC6,INO80
FAM194A,PDPR,UHRF1BP1
GPR149,EFR3B,GABRA5
SLC33A1,MIR551A,INTS4
SHOX2,ZNF259,RAD9A
MIR3919,RP11-98L5.2,SYT5
IQCJ-SCHIP1,ZP1,ING5
SMC4,MRGPRD,KIAA0195
RP11-3P17.4,C20orf197,SLC39A10
SLITRK3,APOBEC3G,MED19
MECOM,HENMT1,GATS
TERC,TBX21,CCBE1
LRG_347,MIR638,TMEM255B
LRRIQ4,PRRT4,NF2
PHC3,HR,LRG_511
RPL22L1,RSPO3,SNORD69
GHSR,GABRD,C6orf52
ECT2,OBSCN,LRWD1
KCNMB3,PHYH,MIR4467
GNB4,RCC2P3,SKIL
ACTL6A,MIR4468,WASL
KLHL24,MAFA,VPS8
YEATS2,MPG,FNDC3B
MAP6D1,FOCAD,MAGIX
ABCC5,NFIL3,AC231657.1
HTR3C,PDE6B,HSPA9
EIF2B5,CASKIN2,RHCE
DVL3,TNFAIP2,ZC3H18
AP2M1,DNAAF3,KCNC3
VWA5B2,CSNK1D,ST6GALNAC3
EIF4G1,MIR3665,SNORA16B
THPO,SLC15A1,SIGIRR
CHRD,CACNG7,PPP1R3F
EPHB3,C9orf62,DPP6
TRA2B,SNRNP70,BICD1
ETV5,HOXB9,SEC14L2
DGKG,EPHA10,RNF216P1
CRYGS,OXLD1,RP11-66N24.4
AHSG,PYDC1,THTPA
ST6GAL1,THRA,PPP1R9B
RTP4,ASB7,CAPN12
BCL6,ZC3H12A,ZNF876P
LPP,SLC9A3R2,APPL2
IL1RAP,RP11-276H19.4,TRIM16
CPN2,PRSS22,TSGA10
LRRC15,FMNL3,PRRG1
LINC00884,AMER3,TRIM47
TMEM44,PTP4A3,FOXP1
XXYLT1,HOXB3,UBAP1
PPP1R2,EFCC1,KDM4B
MUC20,PASD1,PRORSD1P
TNK2,GNG8,RBM26
SLC51A,PQLC3,ATHL1
PCYT1A,SLC22A31,MIR4751
UBXN7,NYAP1,ANP32AP1
NRROS,SIRT3,MFHAS1
